train_loss,train_acc,train_acc_10,train_acc_1,eval_acc,eval_acc_10,eval_acc_1
0.5949110686779022,0.8168945163488388,0.37714845687150955,0.484375,0.8175249695777893,0.3765000104904175,0.4749999940395355
0.5095773637294769,0.8168603330850601,0.4145507887005806,0.5380859375,0.8175249695777893,0.4270000457763672,0.5699999928474426
0.4982135146856308,0.8175439238548279,0.4315429702401161,0.5146484375,0.8175249695777893,0.4504999816417694,0.5799999833106995
0.49221158772706985,0.8169286996126175,0.49443359673023224,0.63671875,0.8175249695777893,0.5015000104904175,0.6600000262260437
0.4902709424495697,0.81689453125,0.5102539211511612,0.630859375,0.8175249695777893,0.5099999904632568,0.675000011920929
0.48665476590394974,0.8180907964706421,0.49384766072034836,0.6357421875,0.8175249695777893,0.48900002241134644,0.6399999856948853
0.48446086794137955,0.8177831918001175,0.4908203184604645,0.615234375,0.8175249695777893,0.49150002002716064,0.6399999856948853
0.4818648248910904,0.8171679526567459,0.49248047918081284,0.6181640625,0.8175249695777893,0.4909999966621399,0.6499999761581421
0.48199376463890076,0.8171679526567459,0.49824220687150955,0.642578125,0.8175249695777893,0.4919999837875366,0.6499999761581421
0.4803713783621788,0.8172363042831421,0.5045898333191872,0.642578125,0.8175249695777893,0.4934999942779541,0.6499999761581421
0.48083116859197617,0.817065417766571,0.49970705062150955,0.654296875,0.8175249695777893,0.4945000112056732,0.6399999856948853
0.4791555479168892,0.8175781071186066,0.5047851577401161,0.6416015625,0.8175249695777893,0.49900001287460327,0.6449999809265137
0.4767678529024124,0.8177831768989563,0.4957031235098839,0.6484375,0.8175249695777893,0.5040000081062317,0.6449999809265137
0.47765544801950455,0.8167577981948853,0.501953125,0.65625,0.8175249695777893,0.5045000314712524,0.6499999761581421
0.47673650830984116,0.8173046857118607,0.5076171904802322,0.6689453125,0.8175249695777893,0.5045000314712524,0.6549999713897705
0.47501687705516815,0.8175097554922104,0.5007812529802322,0.654296875,0.8175249695777893,0.5055000185966492,0.6600000262260437
0.47449350357055664,0.8177148252725601,0.49287109076976776,0.62109375,0.8175249695777893,0.5085000395774841,0.6650000214576721
0.47462110221385956,0.8174755722284317,0.509570300579071,0.63671875,0.8175249695777893,0.5115000009536743,0.675000011920929
0.4743455573916435,0.8173730373382568,0.510937511920929,0.6533203125,0.8175249695777893,0.5130000114440918,0.6850000023841858
